equipment_id,equipment_type,temperature_avg,humidity_avg,last_maintenance_days,uptime_hours,sensor_1,sensor_2,vibration,voltage_fluctuation,pressure,equipment_health,failure_probability,failure_reason,maintenance_level,cost_implications,updated_uptime
EQ-2132,Ventilator,33.1,74.6,537,1983,0.92,0.37,5.67,0.23,127.5,Critical,1.0,Overheating,High,12152,2367
EQ-4904,Blood Analyzer,39.3,61.8,323,3779,0.1,0.38,4.18,0.23,116.9,Moderate,0.4,Overheating,Medium,5751,4919
EQ-5729,X-ray Machine,30.5,39.6,173,1158,0.04,0.84,4.05,0.74,111.6,Good,0.05,Component Wear,Low,1391,2247
EQ-1658,Blood Analyzer,36.2,37.1,448,3862,0.32,0.25,3.01,0.13,125.7,Critical,0.8,Overheating,High,11230,4343
EQ-7130,Ventilator,38.9,64.8,700,4888,0.35,0.17,2.2,1.34,104.7,Critical,1.0,Overheating,High,11631,5067
EQ-1108,CT Scanner,38.0,43.8,68,1375,0.37,0.73,5.35,0.56,91.7,Moderate,0.55,Overheating,Medium,4168,2111
EQ-7193,MRI Scanner,33.5,71.2,113,4037,0.74,0.77,3.71,0.79,104.0,Critical,0.65,Component Wear,High,8657,4457
EQ-8057,Blood Analyzer,30.5,42.6,43,2806,0.72,0.85,0.53,1.0,109.0,Good,0.05,Component Wear,Low,3938,4006
EQ-8806,CT Scanner,19.6,46.0,608,1754,0.48,0.93,2.69,0.8,129.3,Moderate,0.45,Pressure Leak,Medium,4659,2358
EQ-2712,X-ray Machine,27.9,27.2,588,257,0.09,0.56,1.47,0.72,84.4,Moderate,0.35,Component Wear,Medium,7518,1395
EQ-9823,X-ray Machine,27.1,33.2,417,2527,0.6,0.62,5.65,1.13,118.0,Critical,0.7,Overheating,High,13081,3001
EQ-9102,X-ray Machine,21.8,22.6,261,3644,0.38,0.36,1.53,0.56,121.3,Good,0.15,Pressure Leak,Low,3935,4522
EQ-6415,CT Scanner,30.1,38.6,662,2956,0.58,0.17,1.52,0.07,129.7,Critical,0.8,Pressure Leak,High,8409,3079
EQ-2908,Blood Analyzer,27.2,26.1,209,2686,0.46,0.71,1.24,1.22,113.5,Good,0.25,Voltage Surge,Low,3874,3764
EQ-2133,X-ray Machine,25.9,60.2,148,2591,0.15,0.94,1.16,1.27,82.5,Good,0.25,Voltage Surge,Low,3757,3612
EQ-5631,Blood Analyzer,39.8,37.3,449,2057,0.46,0.91,1.62,0.98,123.6,Critical,0.8,Overheating,High,12382,2509
EQ-9881,X-ray Machine,31.4,70.7,270,1484,0.58,0.38,3.16,0.65,118.3,Moderate,0.3,Calibration Drift,Medium,6191,2091
EQ-9801,MRI Scanner,23.1,58.5,572,4563,0.64,0.1,1.18,0.81,121.3,Moderate,0.45,Pressure Leak,Medium,7639,5458
EQ-9963,MRI Scanner,18.7,59.5,319,1420,0.5,0.24,1.16,1.35,112.3,Moderate,0.55,Voltage Surge,Medium,4286,2386
EQ-6819,CT Scanner,36.4,29.8,550,1687,0.17,0.86,2.45,1.49,106.4,Critical,0.9,Overheating,High,14002,1813
EQ-5714,MRI Scanner,37.5,51.8,624,3568,0.89,0.95,5.58,0.51,124.5,Critical,0.95,Overheating,High,8975,3749
EQ-4740,Blood Analyzer,31.2,24.4,586,4620,0.93,0.68,2.18,0.51,98.0,Moderate,0.35,Calibration Drift,Medium,5601,5568
EQ-9421,Ventilator,37.3,59.9,179,3340,0.31,0.08,3.84,0.78,108.1,Moderate,0.4,Overheating,Medium,5997,4530
EQ-3655,X-ray Machine,39.9,69.5,448,2171,0.71,0.9,5.71,1.1,82.4,Critical,1.0,Overheating,High,14762,2452
EQ-7750,X-ray Machine,25.0,38.8,547,536,0.16,0.67,0.03,1.11,115.5,Moderate,0.55,Calibration Drift,Medium,6759,1312
EQ-2293,CT Scanner,27.4,24.9,401,2667,0.32,0.22,1.59,0.81,125.7,Moderate,0.45,Pressure Leak,Medium,5505,3617
EQ-7569,X-ray Machine,18.8,45.4,422,2428,0.24,0.45,0.96,1.39,91.1,Moderate,0.55,Voltage Surge,Medium,6620,3467
EQ-6916,MRI Scanner,37.6,25.8,164,1700,0.72,0.78,2.95,1.02,119.3,Critical,0.6,Overheating,High,12953,1971
